Country,Date,Cases,Deaths,Recovered,Active,Critical,Tests,Population,Vaccinated
Brazil,2023-05-27,699,23,435,217,32,24222,12228239,19294
Brazil,2023-06-09,822,16,364,78,38,39056,12874471,14203
Brazil,2023-09-30,506,89,178,331,3,60608,15127550,74293
Brazil,2023-10-18,130,65,865,455,49,19427,14975827,74343
Brazil,2023-04-19,778,61,496,417,35,10871,17798555,96056
Brazil,2023-02-09,780,23,837,86,23,56504,17237489,31383
Brazil,2023-03-25,740,71,925,438,1,48322,10049222,2043
Brazil,2023-06-07,357,94,962,338,20,4878,16924180,93198
Brazil,2023-08-11,111,10,686,212,12,59605,17413236,14174
Brazil,2023-03-20,533,98,847,359,16,59561,13373354,1122
Brazil,2023-09-28,887,28,490,105,31,7337,12259717,34238
Brazil,2023-09-02,526,19,621,413,21,31734,12974073,19218
Brazil,2023-03-30,553,48,380,80,8,71667,5603253,66688
Brazil,2023-07-22,538,17,198,375,27,16765,5484269,62793
Brazil,2023-10-21,465,4,218,94,45,83168,19303272,35992
Brazil,2023-04-27,392,36,585,427,31,19370,3202766,71028
Brazil,2023-06-03,985,30,957,264,9,27143,9013435,33135
Brazil,2023-08-28,496,8,858,338,34,14006,16860956,59333
Brazil,2023-05-13,244,39,725,233,19,2182,12595274,59449
Brazil,2023-10-25,559,25,436,162,1,57846,13303766,57819
Brazil,2023-11-04,68,10,631,337,41,37464,5495220,90202
Brazil,2023-05-25,138,61,615,363,41,92581,9032783,59043
Brazil,2023-11-24,427,75,385,493,34,3122,9780213,57732
Brazil,2023-02-10,741,85,533,291,47,31607,10369307,22201
Brazil,2023-01-16,755,46,709,138,20,51648,4112462,22717
Brazil,2023-05-29,514,50,889,276,0,91410,12715512,95362
Brazil,2023-07-24,332,92,983,16,2,25975,15235492,79119
Brazil,2023-04-10,857,28,914,456,23,60246,2312727,967
Brazil,2023-02-08,399,43,121,40,47,29490,11369958,68146
Brazil,2023-04-25,866,61,65,267,40,80189,7710525,78807
Brazil,2023-10-19,509,7,768,10,36,99851,11569179,42041
Brazil,2023-05-24,63,55,902,329,29,53001,2115266,9611
Brazil,2023-05-06,816,72,429,78,1,51288,16055224,57767
Brazil,2023-01-09,246,29,593,205,41,64457,9172153,59629
Brazil,2023-01-13,729,73,355,117,40,72186,8121999,83820
Brazil,2023-02-18,750,65,419,145,42,68784,7594156,12299
Brazil,2023-08-06,73,97,381,98,0,13933,3346819,70559
Brazil,2023-05-05,42,47,17,86,3,52099,11852665,13846
Brazil,2023-08-07,181,54,211,21,23,13872,15483443,82288
Brazil,2023-08-13,368,100,397,1,34,3045,1350104,99370
Brazil,2023-03-02,396,35,277,337,33,42261,7953257,4895
Brazil,2023-08-03,684,65,526,91,45,52485,9772413,99306
Brazil,2023-04-08,648,75,887,228,43,61013,6775123,85443
Brazil,2023-04-06,862,82,448,111,17,73114,15205832,3903
Brazil,2023-09-23,704,84,602,55,44,23032,7261000,77699
Brazil,2023-10-31,282,81,29,26,22,37557,5146633,53370
Brazil,2023-01-31,775,10,314,99,46,24329,3588929,20927
Brazil,2023-05-29,46,87,207,320,37,15739,5959266,96684
Brazil,2023-05-13,206,63,155,152,6,57184,17132402,30813
Brazil,2023-05-07,115,83,360,204,20,28845,6347077,55260
Brazil,2023-07-05,483,86,41,361,35,3324,18424842,37886
Brazil,2023-11-16,810,46,510,328,2,4819,5171224,57715
Brazil,2023-07-05,413,74,441,100,2,5010,8096889,73775
Brazil,2023-02-05,384,79,620,271,27,2850,18356745,70044
Brazil,2023-09-26,331,8,341,190,27,51093,17407117,37007
Brazil,2023-05-02,396,38,152,476,42,14543,18323856,56635
Brazil,2023-09-21,421,72,245,309,23,80889,1799615,7973
Brazil,2023-11-28,804,30,854,441,7,90560,6029162,13118
Brazil,2023-04-27,432,23,920,277,29,65010,18839860,73901
Brazil,2023-06-09,861,84,921,380,3,12215,7827588,37305
Brazil,2023-10-25,205,44,122,469,40,14835,9564625,51174
Brazil,2023-04-25,566,29,913,230,41,4929,12646928,38288
Brazil,2023-01-28,55,26,937,380,43,95448,7556330,38488
Brazil,2023-03-03,308,72,801,53,42,13639,15967522,63439
Brazil,2023-04-24,217,72,365,265,17,54557,10229606,63310
Brazil,2023-02-10,195,67,663,127,27,86005,12534108,1723
Brazil,2023-03-31,810,18,628,468,7,31675,6235803,56784
Brazil,2023-07-03,917,8,288,46,8,49818,17374707,69914
Brazil,2023-04-18,388,72,649,228,45,21062,5143454,74237
Brazil,2023-09-06,48,85,14,241,8,94812,18281596,48024
Brazil,2023-05-13,67,87,334,90,24,65304,9690390,86326
Brazil,2023-03-31,464,55,299,190,35,51761,14853091,96668
Brazil,2023-02-27,869,96,154,110,27,25072,5004775,9187
Brazil,2023-05-26,765,16,94,489,18,6347,4474215,66017
Brazil,2023-06-25,149,25,516,473,7,11988,4417772,11148
Brazil,2023-11-16,570,89,458,325,19,52952,1280761,69837
Brazil,2023-09-10,628,52,268,400,6,49730,13444951,25973
Brazil,2023-07-23,559,93,827,397,38,11528,12985931,89398
Brazil,2023-06-02,620,62,903,428,14,36112,17739734,92725
Brazil,2023-05-06,102,62,149,362,26,99392,16362483,10375
Brazil,2023-04-12,722,45,975,365,1,80117,3385346,45118
Brazil,2023-05-18,179,36,144,409,14,34326,5157997,65482
Brazil,2023-05-26,448,44,349,26,30,67267,4489529,96471
Brazil,2023-01-01,541,69,231,260,10,38831,6905593,83928
Brazil,2023-06-25,656,64,370,268,42,58041,11682444,40667
Brazil,2023-07-16,984,40,606,450,33,51807,7689339,40004
Brazil,2023-01-14,105,3,660,171,37,9796,18572875,85077
Brazil,2023-11-04,463,58,627,75,7,12938,13954586,5532
Brazil,2023-01-12,434,2,73,198,22,47359,18494841,49905
Brazil,2023-04-30,853,99,791,392,44,5494,2097050,93348
Brazil,2023-08-03,71,84,441,216,48,96087,9551055,24103
Brazil,2023-07-26,745,48,818,68,28,90102,19404199,26866
Brazil,2023-10-10,617,29,3,227,14,16940,17767579,78789
Brazil,2023-07-19,632,78,995,262,47,55689,11896936,39872
Brazil,2023-11-22,970,15,738,68,50,31212,1682207,55252
Brazil,2023-10-18,249,33,461,250,12,63256,5881127,13161
Brazil,2023-11-16,266,17,869,150,47,45212,16062202,22152
Brazil,2023-06-29,809,57,939,326,4,23568,3877911,39774
Brazil,2023-09-05,759,20,111,464,22,2463,12435675,98713
Brazil,2023-01-13,601,67,237,58,43,78485,6799133,25547
Brazil,2023-07-02,386,65,243,366,38,5013,2729957,43110
Brazil,2023-03-31,671,85,583,172,26,70601,9189771,5153
Brazil,2023-01-24,744,79,665,4,38,55442,15438933,81322
Brazil,2023-11-14,640,26,630,464,45,37923,6801345,23056
Brazil,2023-05-29,873,45,612,262,38,84328,9798626,65250
Brazil,2023-01-02,800,96,426,423,39,2515,3921631,28773
Brazil,2023-05-20,691,58,20,268,10,68308,8024663,36994
Brazil,2023-01-01,141,52,217,325,40,56319,16465179,18450
Brazil,2023-08-09,50,96,329,247,17,58617,11150982,15361
Brazil,2023-08-29,657,54,334,74,12,44039,1429491,30809
Brazil,2023-02-25,955,89,817,424,24,85993,16944263,73820
Brazil,2023-04-05,416,50,475,76,31,24782,15790052,54451
Brazil,2023-11-19,456,3,292,314,48,34523,13598802,84213
Brazil,2023-04-15,288,80,722,152,45,48861,14771189,69773
Brazil,2023-08-19,732,89,867,333,27,41029,19560519,93534
Brazil,2023-08-21,717,59,425,356,5,39971,16024433,33225
Brazil,2023-06-13,998,52,537,159,39,66404,13256091,14720
Brazil,2023-01-15,841,58,608,306,31,38449,18463808,37183
Brazil,2023-07-05,749,49,862,393,2,65529,3323237,3157
Brazil,2023-09-19,979,0,547,484,25,83199,19875562,12148
Brazil,2023-03-20,895,89,175,156,32,46786,19230846,77865
Brazil,2023-08-29,265,94,767,400,45,64532,7292678,35886
Brazil,2023-11-22,952,10,811,6,23,19461,13964384,9054
Brazil,2023-02-12,991,86,578,0,31,9093,6260629,17786
Brazil,2023-01-18,916,33,783,130,43,66796,15952023,24767
Brazil,2023-05-07,761,6,121,22,25,40104,19791439,70636
Brazil,2023-02-18,656,92,911,100,4,58701,1539066,21337
Brazil,2023-10-23,440,3,320,219,36,33475,3912074,17127
Brazil,2023-06-13,465,75,779,206,44,96929,2668845,24343
Brazil,2023-04-27,1000,2,930,101,35,26161,8823991,4276
Brazil,2023-10-12,938,2,224,340,37,90649,18965000,57776
Brazil,2023-01-30,854,70,409,289,38,36960,2060651,66804
Brazil,2023-09-01,714,6,515,490,15,84111,2248348,19815
Brazil,2023-01-06,894,50,377,359,44,63013,9498857,59211
Brazil,2023-11-02,209,85,938,399,15,4640,2119888,92844
Brazil,2023-11-13,860,3,988,413,33,74846,9325444,9609
Brazil,2023-10-03,57,29,794,138,16,48390,7241055,16586
Brazil,2023-02-04,19,9,963,424,19,23544,6056222,40753
Brazil,2023-11-07,312,20,365,479,21,54415,12353312,33902
Brazil,2023-05-16,712,52,445,24,19,41569,17500003,2011
Brazil,2023-04-16,237,95,106,258,19,30222,18360409,79089
Brazil,2023-08-13,961,12,134,8,5,52753,18133910,9695
Brazil,2023-07-07,802,91,401,304,2,5839,12514915,51770
Brazil,2023-10-22,453,49,664,267,45,51691,4494087,58866
Brazil,2023-10-29,677,35,20,493,4,57220,2879241,7540
Brazil,2023-04-09,727,0,901,132,34,98172,14328492,86192
Brazil,2023-07-04,474,25,539,9,7,81249,3251235,92049
Brazil,2023-04-01,514,13,566,81,19,84727,11993974,15426
Brazil,2023-05-31,668,38,693,233,37,27684,14006280,83923
Brazil,2023-07-19,765,90,685,131,14,34497,15510531,12470
Brazil,2023-10-11,147,100,154,419,43,94441,16111851,46074
Brazil,2023-07-23,956,26,538,96,36,60032,12512097,29433
Brazil,2023-04-06,935,5,78,187,37,33888,12467294,92527
Brazil,2023-05-16,393,80,127,196,6,50197,2853736,14972
Brazil,2023-02-18,836,92,690,164,24,20323,18911853,44554
Brazil,2023-02-05,912,41,461,465,21,39416,4722779,12890
Brazil,2023-04-18,198,39,176,190,27,70302,5247290,32465
Brazil,2023-04-29,885,1,511,140,23,65077,12902181,43617
India,2023-06-06,948,33,75,409,32,93905,19250909,94032
India,2023-05-27,428,98,849,27,12,51516,7197781,82532
India,2023-04-04,836,46,602,58,46,5277,11685285,92175
India,2023-06-04,502,90,748,157,19,54337,3835561,49198
India,2023-07-26,404,26,295,462,33,52600,6381587,86408
India,2023-01-01,289,36,398,117,35,23169,3429052,61026
India,2023-10-17,743,26,187,73,30,43435,3868476,33592
India,2023-05-31,299,72,16,131,4,99022,11329992,58766
India,2023-03-29,448,4,548,153,14,6268,11209233,49921
India,2023-09-23,101,7,879,305,2,62728,17219394,50156
India,2023-03-01,299,1,890,18,23,1964,8173126,90304
India,2023-10-15,538,39,103,435,47,18745,19251460,16505
India,2023-07-10,680,29,210,398,43,41585,6839715,60869
India,2023-01-16,750,29,595,121,11,35724,17511538,48564
India,2023-06-02,318,7,980,334,45,41018,9540674,80840
India,2023-03-08,247,98,323,347,20,99837,10632591,93908
India,2023-11-16,8,66,632,469,18,95443,18176312,36622
India,2023-08-23,867,29,631,184,14,41435,1188217,59907
India,2023-03-11,646,9,761,189,42,54186,16922154,64639
India,2023-06-17,471,2,309,460,40,72891,18195398,59732
India,2023-09-20,233,44,739,366,7,32071,2332846,52852
India,2023-03-29,865,2,289,46,28,10066,16591478,87566
India,2023-07-01,83,19,471,406,8,61246,14280919,91319
India,2023-04-21,553,50,535,331,3,84839,16708274,82370
India,2023-03-09,37,86,165,332,28,77022,3938982,17667
India,2023-01-30,437,75,260,396,36,1535,15473088,86720
India,2023-05-25,677,36,747,129,26,66591,8106847,1568
India,2023-03-04,11,74,89,181,19,89472,12119536,39820
India,2023-08-08,237,71,308,411,27,35578,14365986,57336
India,2023-09-18,186,40,163,182,38,65949,5067205,23064
India,2023-02-01,540,34,422,350,36,48961,10239814,28495
India,2023-07-23,267,13,777,43,3,8272,15660959,29427
India,2023-05-24,895,41,4,41,36,49273,5008982,21432
India,2023-08-19,706,32,395,356,50,7263,16334369,26825
India,2023-04-18,665,51,784,292,27,92064,6106441,34448
India,2023-09-04,677,97,422,135,30,51886,3903183,83661
India,2023-04-20,678,95,0,400,29,33504,9523880,68061
India,2023-09-21,975,85,837,244,23,56608,19205380,46015
India,2023-11-06,594,20,981,498,37,40113,8771698,50598
India,2023-03-05,596,84,255,273,19,67886,12580199,75229
India,2023-01-21,632,3,890,211,3,11522,6001514,65807
India,2023-11-17,238,74,165,409,40,17633,8703941,6154
India,2023-03-14,195,0,778,357,49,54809,5661708,89523
India,2023-07-13,782,87,679,393,9,87611,12217324,88039
India,2023-03-12,419,47,856,188,21,98963,16406754,68766
India,2023-11-12,62,87,270,318,21,43817,12650465,28608
India,2023-07-28,61,20,115,416,4,86344,8728754,52208
India,2023-11-03,278,42,899,306,33,86141,15198653,71365
India,2023-07-27,387,7,533,148,6,25127,13668250,43879
India,2023-09-16,319,46,272,62,29,9002,19400877,37731
India,2023-02-10,858,9,452,193,38,26751,17813433,44493
India,2023-04-15,358,64,679,409,18,19089,13725011,5982
India,2023-10-03,804,56,319,167,49,10720,15255491,81531
India,2023-07-16,787,88,380,192,1,99433,6457668,27896
India,2023-08-29,280,59,462,253,20,32656,12028480,10969
India,2023-06-23,892,39,866,348,13,85039,16540678,959
India,2023-10-19,534,4,931,474,45,21565,8758457,81051
India,2023-04-12,991,35,377,103,10,48186,9719006,21199
India,2023-10-08,775,42,831,416,30,66437,16091548,3704
India,2023-11-18,204,45,653,124,9,22953,8417620,58989
India,2023-03-31,763,7,864,330,27,93281,17333680,18261
India,2023-07-26,237,27,745,86,2,20524,6716029,47743
India,2023-03-16,464,65,136,426,11,70648,4969760,85086
India,2023-06-26,794,17,948,421,22,39794,12704572,39373
India,2023-07-19,722,77,152,457,50,72262,16860686,68626
India,2023-03-05,909,63,250,145,13,40025,8369057,62963
India,2023-08-05,432,47,728,13,22,93262,11136188,22454
India,2023-05-06,657,37,298,361,9,31521,15368987,10771
India,2023-09-20,92,95,304,10,42,29482,4190267,91911
India,2023-05-04,197,91,564,211,42,21885,7449790,63278
India,2023-08-25,753,12,226,303,13,85417,6279247,74
India,2023-11-09,697,81,302,494,38,55088,5007056,17595
India,2023-04-04,744,58,690,146,11,81058,8711029,13096
India,2023-08-22,799,34,898,371,20,52045,6459331,7136
India,2023-06-22,932,38,231,241,39,7273,11887404,40505
India,2023-07-16,515,14,213,1,42,93255,17067396,44553
India,2023-01-27,913,1,930,149,0,3448,14576973,8166
India,2023-11-11,267,14,827,249,2,29794,5538468,99675
India,2023-06-25,492,62,685,170,2,96479,5823328,97252
India,2023-11-18,32,71,14,31,27,65650,9263119,41799
India,2023-06-17,770,13,274,444,28,2885,13888664,89687
India,2023-03-25,410,29,439,34,4,83687,6283244,81208
India,2023-07-11,669,89,362,161,50,21922,3093261,89578
India,2023-04-20,233,73,198,434,6,13841,6854135,93807
India,2023-02-26,382,71,165,97,13,14574,7308207,86005
India,2023-04-04,305,91,516,285,10,63679,2326507,225
India,2023-01-30,298,84,625,485,39,66112,7000541,89868
India,2023-06-21,349,90,865,96,31,70621,1552126,88673
India,2023-09-26,269,17,808,118,40,77068,5396461,80800
India,2023-08-03,100,24,696,361,17,89357,16835739,31022
India,2023-01-13,778,94,30,330,8,4272,11117371,45567
India,2023-11-03,815,80,773,305,3,63457,18238149,42429
India,2023-03-17,6,92,151,91,40,78416,2311806,26694
India,2023-04-30,707,18,271,92,37,10796,15638601,23482
India,2023-08-22,855,1,829,335,10,16625,15558613,9554
India,2023-01-21,482,66,537,94,9,1305,8900844,74921
India,2023-10-15,84,28,735,232,45,17600,11549679,56240
India,2023-06-03,696,71,598,76,1,68179,16731638,8310
India,2023-06-02,984,76,727,300,50,56827,1416127,17057
India,2023-06-18,598,65,582,113,20,98093,2167344,34302
India,2023-04-24,701,67,729,64,3,32327,4792524,25022
India,2023-10-28,173,97,102,487,35,70814,16649481,94328
India,2023-02-28,974,37,407,459,13,41837,6367077,47069
India,2023-04-29,151,50,245,83,32,85707,1575705,92527
India,2023-07-15,638,77,495,418,24,4168,18358645,71399
India,2023-05-13,812,26,13,365,23,27655,19430031,59116
India,2023-06-30,515,96,858,365,9,91523,5503601,26351
India,2023-01-30,748,35,404,117,35,77634,9351120,17889
India,2023-09-04,297,17,602,58,3,97798,16459558,10054
India,2023-02-20,36,53,675,121,25,36925,1785537,46354
India,2023-03-07,648,64,861,487,13,39749,15851413,96212
India,2023-04-09,608,94,438,441,29,58088,16831739,73102
India,2023-03-18,387,32,736,388,10,24214,16017405,86437
India,2023-08-23,266,76,474,401,41,87322,4133667,91423
India,2023-06-24,794,75,804,285,15,12412,16649204,102
India,2023-04-08,280,79,77,24,38,66234,19393475,84095
India,2023-03-24,402,80,403,360,9,77843,17231759,57944
India,2023-07-19,458,45,245,203,50,16979,4771803,73369
India,2023-05-01,846,96,967,347,5,15962,10418636,84097
India,2023-07-26,952,67,633,67,2,15489,18846539,26679
India,2023-11-28,703,76,855,218,14,16579,6723601,84471
India,2023-03-30,605,70,767,100,35,62582,19318292,60043
India,2023-04-03,193,39,795,487,23,30736,12687777,94326
India,2023-05-11,622,19,959,234,32,50161,3477215,63344
India,2023-03-03,550,74,20,239,28,86348,3297407,24350
India,2023-09-09,271,61,288,291,32,16657,4712692,95164
India,2023-02-07,84,10,126,212,25,48178,4711009,46243
India,2023-02-20,227,5,474,465,13,96147,6622422,64296
India,2023-10-21,53,81,252,241,27,8063,16690195,34544
India,2023-10-28,809,18,852,500,24,51191,14875928,28290
India,2023-08-25,804,0,949,99,13,27641,5922453,17485
India,2023-11-15,46,23,175,403,12,16461,19485787,1782
India,2023-01-10,970,96,675,206,16,39809,15453869,86677
India,2023-03-31,617,68,175,374,9,30756,7928696,60410
India,2023-10-14,734,94,316,305,33,47185,12805919,67315
India,2023-05-17,302,88,148,29,9,31495,17151860,53567
India,2023-11-12,64,80,673,297,23,69037,19511497,13568
India,2023-01-13,151,56,781,486,26,42866,17995112,44534
India,2023-02-07,35,57,960,96,16,51310,16660419,15356
India,2023-06-25,66,88,703,326,21,34509,1769527,45758
India,2023-11-18,205,44,290,20,0,44314,14469327,37966
India,2023-06-17,400,32,213,169,35,23833,14363955,60021
India,2023-02-21,110,7,945,57,47,50705,5680622,26729
India,2023-06-27,953,45,558,27,43,31344,16090314,91086
India,2023-04-28,17,38,1000,363,35,90683,19506302,84506
India,2023-02-02,734,74,521,328,6,94942,6552356,82195
India,2023-01-16,543,82,869,279,2,59280,16169498,36956
India,2023-06-08,215,67,507,328,50,69039,3713959,59836
India,2023-01-26,126,76,396,379,36,87488,17677714,63722
India,2023-07-10,850,74,810,110,15,9467,8074855,68667
India,2023-01-06,909,92,318,391,32,82347,9873781,21300
India,2023-03-28,790,15,22,188,13,26389,4980957,3112
India,2023-02-03,431,71,237,16,16,21208,15586628,73057
India,2023-07-27,846,8,950,50,33,21272,15215360,57944
India,2023-02-12,222,84,941,298,42,38186,4900562,90997
India,2023-04-29,732,73,70,2,33,90587,3149591,48028
India,2023-08-27,866,30,120,262,14,96072,17199842,24333
India,2023-07-17,359,44,708,335,43,32343,1360749,80349
India,2023-11-13,87,6,746,367,28,14790,10319066,36805
India,2023-06-04,398,28,740,75,3,65953,2291762,32293
India,2023-09-19,138,90,470,264,32,78250,1076368,81035
India,2023-01-13,241,23,902,350,18,91923,2807321,60370
India,2023-11-11,440,59,874,477,14,81200,5836553,76922
India,2023-02-21,75,80,96,45,8,99782,17875564,73211
India,2023-11-07,717,3,402,340,33,95273,14861934,73981
India,2023-02-24,526,48,100,130,16,99646,5882956,10791
India,2023-05-25,821,30,884,231,23,50938,1353025,82718
India,2023-04-27,14,95,594,5,0,55111,9130723,50295
India,2023-04-15,458,25,479,494,31,50890,14644207,9549
India,2023-05-01,24,78,839,128,33,19228,4091188,65855
India,2023-02-28,153,37,412,268,17,26313,13329813,50851
India,2023-08-22,641,63,810,51,47,13121,2988179,33955
India,2023-10-15,762,62,281,180,42,39316,16008440,38665
India,2023-07-14,863,50,223,447,20,43653,3902215,23157
India,2023-01-12,792,59,46,483,38,27724,8450382,85903
India,2023-08-04,949,98,691,255,49,76365,9699850,27638
India,2023-02-18,569,51,657,209,6,92901,18594364,10256
India,2023-08-18,315,86,363,210,17,83298,10556916,46241
India,2023-05-30,226,0,976,188,41,71567,15944561,14243
India,2023-02-21,585,82,503,182,34,19193,1216235,15352
India,2023-09-18,359,17,449,423,35,44255,15648836,45846
India,2023-01-25,376,89,479,361,47,40634,3799171,20290
India,2023-01-11,843,84,627,268,21,64016,15669822,22605
India,2023-08-05,463,25,134,150,0,6270,4888692,65944
India,2023-01-10,772,90,30,369,23,31626,15344158,88918
India,2023-03-19,948,33,971,390,40,53805,2591150,42217
India,2023-07-03,153,2,562,19,46,99360,9840564,80904
India,2023-09-15,455,65,555,333,29,50910,6331790,51143
India,2023-02-24,265,93,21,384,11,2837,4818096,38387
India,2023-01-02,306,19,816,135,22,22757,10589806,37365
India,2023-01-19,577,14,750,273,34,86881,15404088,25500
India,2023-04-03,439,73,903,130,41,97175,14934806,51588
India,2023-06-27,864,43,201,365,23,37365,3958366,89402
India,2023-08-05,450,93,740,232,19,84723,5818029,1955
India,2023-03-20,934,47,937,445,16,75639,11104943,5050
India,2023-08-06,123,67,83,5,34,77782,12033686,3008
India,2023-07-21,904,76,338,366,47,56447,5959203,93721
India,2023-08-02,8,46,834,351,3,54847,19846723,23280
India,2023-03-18,930,13,376,22,8,13364,17043886,67585
India,2023-06-17,161,94,887,257,5,47049,19044149,47230
India,2023-07-01,338,5,756,64,20,63163,15318690,88986
India,2023-04-24,428,41,428,160,4,17125,11260659,84599
India,2023-08-31,639,52,847,305,1,19476,11262370,39840
India,2023-01-07,408,97,694,439,47,10248,2154224,47005
India,2023-10-09,355,47,774,400,28,64995,3367254,50304
India,2023-03-15,755,85,293,18,12,49237,12174284,2967
India,2023-06-18,79,88,951,422,14,38540,8628191,16090
India,2023-03-21,716,92,112,364,22,39453,7903042,80261
India,2023-10-24,681,33,330,383,46,27817,3670628,84791
India,2023-04-13,798,25,826,433,40,56229,15548540,20671
India,2023-04-02,207,96,550,429,49,74089,12236863,34546
India,2023-11-03,150,74,493,109,44,51214,11798740,92008
India,2023-09-01,235,40,639,234,40,67393,15030472,88105
India,2023-02-23,113,45,327,496,40,44025,1444520,76687
India,2023-03-25,800,85,876,499,28,41172,1661987,30347
India,2023-11-11,290,58,458,186,28,78411,4699927,45411
India,2023-05-11,411,85,314,442,16,14910,2315394,66804
India,2023-04-28,806,48,71,156,4,99845,18004330,15068
India,2023-06-29,321,22,108,420,41,82329,9889491,11034
India,2023-10-30,516,30,319,60,28,88933,3975072,7862
India,2023-07-23,471,37,299,215,35,18557,2142976,5732
India,2023-06-12,786,39,468,429,27,60662,18574216,1871
India,2023-11-11,44,46,208,204,39,25320,6434813,93828
India,2023-01-20,143,100,244,398,5,98884,4763511,89551
India,2023-01-14,511,38,746,82,18,21576,18402630,46889
India,2023-08-29,86,92,432,195,45,62589,18001260,94873
India,2023-01-06,780,69,247,495,2,12813,11070980,39187
India,2023-07-07,954,82,548,408,37,59328,17994942,25305
India,2023-07-07,483,34,269,214,36,2476,13658932,34137
India,2023-10-25,465,56,943,162,19,42727,17340043,2528
India,2023-06-29,672,83,462,206,5,6371,6381391,6766
India,2023-01-24,994,7,185,369,31,32186,4634295,77735
India,2023-07-20,277,12,886,122,43,94620,16677751,81390
India,2023-10-09,131,82,106,411,0,31060,14765493,16227
India,2023-02-11,982,15,307,276,4,72520,13221576,67929
India,2023-07-22,462,39,688,304,3,91071,6565626,55162
India,2023-10-09,290,8,233,203,41,73571,7279673,70724
India,2023-01-25,296,1,873,315,3,55185,5747614,56086
India,2023-06-24,208,92,510,173,44,56550,5176331,74725
India,2023-04-26,561,3,960,256,5,23679,8566152,87331
India,2023-11-14,170,91,189,494,22,46019,4404001,17843
India,2023-06-19,665,96,725,68,11,33311,2453076,55168
India,2023-07-28,188,99,514,367,41,24031,9115151,37681
India,2023-01-24,937,23,756,29,17,49467,19174262,95399
India,2023-10-02,191,44,562,30,2,83861,12912713,28048
India,2023-04-16,279,81,455,272,20,7078,3093373,43818
India,2023-07-22,708,16,489,340,47,25400,7302718,17147
India,2023-02-13,70,9,960,232,20,42305,11953279,52552
India,2023-04-26,243,39,137,37,9,17383,10298295,75137
India,2023-01-16,591,89,461,145,5,60678,17800227,36998
India,2023-10-07,957,19,848,136,32,15788,18649352,76024
India,2023-09-09,908,0,470,437,18,83561,14762287,97905
India,2023-08-24,587,74,778,428,17,26132,4280738,13650
India,2023-05-24,29,35,941,178,21,20180,16498854,75726
India,2023-04-02,387,72,726,30,38,51624,10340770,88379
India,2023-07-05,411,35,559,282,21,15556,3551531,4649
India,2023-06-29,649,66,176,399,5,38217,5986969,16904
India,2023-08-08,340,47,563,387,13,55308,1914075,95609
India,2023-07-08,891,15,347,470,50,54558,18391773,25731
India,2023-03-21,732,26,992,496,3,63898,17053761,63379
India,2023-01-26,782,40,596,4,20,62914,7788388,27390
India,2023-04-20,435,93,685,91,28,78630,9032958,62874
India,2023-06-20,286,40,878,26,20,68349,16148236,60661
India,2023-07-28,706,78,525,109,29,26805,10265466,46309
India,2023-06-29,369,63,315,394,32,43172,2959123,84212
India,2023-06-05,557,75,379,447,28,91089,19155266,62137
India,2023-07-13,595,8,33,420,5,6367,14199040,67561
India,2023-07-22,294,12,710,393,20,96432,10793024,61167
India,2023-02-19,976,6,12,327,34,68681,17511662,96310
India,2023-06-08,499,10,282,191,44,96909,6301980,76629
India,2023-11-19,830,63,841,324,12,23560,1200931,95910
India,2023-08-05,788,65,715,376,37,86292,13340141,49635
India,2023-04-11,329,22,199,351,36,35741,11145492,9563
India,2023-10-18,461,3,766,109,49,95527,6993554,18049
India,2023-04-02,153,17,372,468,37,31255,15055220,21881
India,2023-07-31,743,29,898,211,2,91304,4936210,83936
India,2023-02-23,919,39,616,145,0,11174,10692043,36471
India,2023-04-14,496,31,175,285,37,16405,18326308,73582
India,2023-09-16,769,44,839,175,38,73880,11207194,47589
India,2023-08-10,117,89,179,64,37,60350,10777713,1509
India,2023-04-24,802,95,559,366,17,21219,8587634,66144
India,2023-05-09,569,94,450,28,35,34264,17985881,2091
India,2023-08-30,417,47,526,463,25,52308,17370508,6774
India,2023-11-15,962,37,612,123,31,29190,2135279,88832
India,2023-03-08,489,46,658,402,38,50305,3429185,28693
India,2023-04-23,753,62,843,142,48,99423,4184265,70505
India,2023-01-19,672,56,509,336,34,11891,4124867,91604
India,2023-05-12,688,36,366,1,15,81460,2958390,84011
India,2023-07-31,307,67,646,439,38,32000,6681842,98540
India,2023-03-08,510,72,535,380,17,27414,15330458,54154
India,2023-01-06,926,88,949,41,12,13485,6784331,11856
India,2023-07-10,719,25,597,351,15,60953,14415867,33474
India,2023-07-06,415,81,685,187,22,48528,1672214,81310
India,2023-01-17,804,26,644,280,49,50850,15987905,66417
India,2023-01-03,252,24,728,479,18,19931,17442689,35258
India,2023-09-16,634,30,250,16,47,32892,11689591,58361
India,2023-03-24,923,77,709,145,12,5775,6713352,38619
India,2023-04-01,595,94,582,197,2,19943,13398125,9237
India,2023-11-01,834,44,164,63,11,73795,4899967,46188
India,2023-08-20,542,89,220,188,31,82472,8883560,42563
India,2023-01-23,104,71,595,64,50,33202,19786515,50427
India,2023-04-14,350,57,582,201,30,54713,8223358,91196
India,2023-11-16,930,24,552,379,45,42996,4871612,90636
India,2023-07-30,482,93,876,281,46,19117,13105487,26426
India,2023-08-12,776,78,865,58,18,18034,16412853,23484
India,2023-07-10,768,99,675,362,34,9678,4631966,85050
India,2023-04-27,304,43,978,220,44,39767,12529808,5063
